Address,Amt per m²,Balcony,District,Elevator,Floor,Location,Monthly Pay,Municipality,Patio,Price,Size in m²,Total Rooms,Latitude,Longitude,lat_2,long_2,Distance
Svartensgatan 8A,122448.97959183672,True,Södermalm,False,2.0,"Södermalm,Stockholm",4418.0,Stockholms kommun,False,12000000,98.0,3.0,59.3173765,18.0732873,59.3324,18.0645,1.7433256103543397
Torvsätravägen 5,37702.7027027027,True,Sätra,True,1.0,"Sätra,Stockholm",4872.0,Stockholms kommun,True,2790000,74.0,3.0,59.2850724,17.922747,59.3324,18.0645,9.613550532076275
Fredsgatan 15,78606.55737704918,True,Centrala Sundbyberg,True,5.0,"Centrala Sundbyberg,Sundbyberg",3835.0,Sundbybergs kommun,False,4795000,61.0,3.0,59.3659273,17.9635873,59.3324,18.0645,6.82808199991696
Gribbylunds Torg 3A,32317.073170731703,True,Gribbylund,True,1.0,"Gribbylund,Täby",7012.0,Täby kommun,False,2650000,82.0,4.0,59.462538,18.0911727,59.3324,18.0645,14.549240921896983
Liljeholmsvägen 10,87647.05882352941,False,Liljeholmen,True,3.0,"Liljeholmen,Stockholm",4082.0,Stockholms kommun,False,5960000,68.0,3.0,59.3127978,18.0280361,59.3324,18.0645,3.005053298303328
Tallkrogsvägen 8A,65131.57894736842,True,Enskede,False,1.0,"Enskede,Stockholm",4632.0,Stockholms kommun,True,4950000,76.0,3.0,59.2787951,18.0916952,59.3324,18.0645,6.15722363832294
Upplandsgatan 85A,115714.28571428572,True,Vasastan,True,4.0,"Vasastan,Stockholm",3228.0,Stockholms kommun,False,7290000,63.0,2.0,59.3382587,18.0529304,59.3324,18.0645,0.924603981988576
Emmy Rappes gata 3,109382.71604938273,False,Vasastan,True,5.0,"Vasastan,Stockholm",3429.0,Stockholms kommun,False,4430000,40.5,2.0,59.3484002,18.0333521,59.3324,18.0645,2.5069225934449477
Stora Marknadsvägen 9,74193.54838709677,False,Täby Centrum,False,3.0,"Täby Centrum,Täby",2390.0,Täby kommun,False,2300000,31.0,1.0,59.4492162,18.0898656,59.3324,18.0645,13.06852069224606
Paternostervägen 102,67567.56756756757,True,Hammarbyhöjden,False,3.0,"Hammarbyhöjden,Stockholm",5688.0,Stockholms kommun,False,5000000,74.0,3.0,59.2909364,18.1069527,59.3324,18.0645,5.202053242002403
Tjurbergsgatan 34,103000.0,False,Södermalm,False,4.0,"Södermalm,Stockholm",2750.0,Stockholms kommun,False,4120000,40.0,2.0,59.3107671,18.0722093,59.3324,18.0645,2.444908778295724
Hasselquistvägen 5,71020.40816326531,False,Hammarbyhöjden,False,3.0,"Hammarbyhöjden,Stockholm",2994.0,Stockholms kommun,False,3480000,49.0,2.0,59.2980263,18.0998427,59.3324,18.0645,4.3163754834636165
Ringvägen 127A,98421.05263157896,False,Stockholm Södermalm,True,4.0,"Stockholm Södermalm,Stockholm",2286.0,Stockholms kommun,False,5610000,57.0,2.0,59.3102632,18.0866426,59.3324,18.0645,2.7635350576973914
Framnäsbacken 3,34687.5,True,Skytteholm,True,2.0,"Skytteholm,Solna",8965.0,Solna kommun,False,3330000,96.0,3.0,59.3554987,17.9887694,59.3324,18.0645,5.003243065694756
Bäckaskiftsvägen 42,52500.0,True,Stureby,False,2.0,"Stureby,Stockholm",3202.0,Stockholms kommun,False,2940000,56.0,2.0,59.2740806,18.0496,59.3324,18.0645,6.539745210182515
Hamngatan 29A,74812.83422459893,True,Bällsta Strand,True,5.0,"Bällsta Strand,Sundbyberg",5054.0,Sundbybergs kommun,False,6995000,93.5,4.0,59.3596962,17.9626513,59.3324,18.0645,6.523239671673099
Langelandsgatan 3,26746.41148325359,False,Kista,True,3.0,"Kista,Stockholm",8576.0,Stockholms kommun,False,2795000,104.5,5.0,59.3997628,17.9449605,59.3324,18.0645,10.09852425789745
Tulegatan 27A,74875.0,True,Centrala,True,4.0,"Centrala,Sundbyberg",3218.0,Sundbybergs kommun,False,2995000,40.0,2.0,59.3464627,18.0581579,59.3324,18.0645,1.6045213109679137
Vitalisvägen 3,92842.1052631579,False,Fredhäll,False,3.0,"Fredhäll,Stockholm",2896.0,Stockholms kommun,False,4410000,47.5,3.0,59.3306778,18.0064184,59.3324,18.0645,3.299783799537136
Kristinebergs Strand 33,96075.9493670886,False,Kungsholmen,True,0.0,"Kungsholmen,Stockholm",6052.0,Stockholms kommun,False,7590000,79.0,3.0,59.3369294,17.9980578,59.3324,18.0645,3.8015750827813855
Husarvägen 20,26068.37606837607,True,Centrala Väsby,False,2.0,"Centrala Väsby,Upplands Väsby",8632.0,Upplands Väsby kommun,False,3050000,117.0,5.0,59.5221628,17.9165175,59.3324,18.0645,22.699900234309276
Krögers Promenad 13,57962.96296296296,True,Silverdal,True,3.0,"Silverdal,Sollentuna",3519.0,Sollentuna kommun,False,3130000,54.0,2.0,59.4048829,17.9767943,59.3324,18.0645,9.468369673714951
Mosshagestigen 220,30197.36842105263,False,Söderby,True,1.0,"Söderby,Salem",5679.0,Salems kommun,True,2295000,76.0,3.0,59.1984354,17.7861945,59.3324,18.0645,21.72606127634051
Dalagatan 68A,113529.41176470587,True,Vasastan,False,3.0,"Vasastan,Stockholm",3874.0,Stockholms kommun,False,7720000,68.0,2.0,59.341553,18.0457541,59.3324,18.0645,1.471703766798913
Bjurholmsplan 23,105777.77777777778,True,Nytorget,True,2.0,"Nytorget,Stockholm",4382.0,Stockholms kommun,False,4760000,45.0,2.0,59.3097819,18.0812985,59.3324,18.0645,2.6895410053556734
Formalingatan 8,84576.27118644067,True,Nobelberget,True,2.0,"Nobelberget,Nacka",2468.0,Nacka kommun,False,2495000,29.5,1.0,59.3053583,18.1182701,59.3324,18.0645,4.283569051754399
Vandrarvägen 21A,36585.365853658535,False,Tullinge,False,1.0,"Tullinge,Botkyrka",6255.0,Botkyrka kommun,True,3000000,82.0,3.0,59.1808863,17.9195761,59.3324,18.0645,18.75368603607465
Albatrossvägen 4,25186.915887850468,True,Vendelsömalm,False,1.0,"Vendelsömalm,Haninge",7044.0,Haninge kommun,False,2695000,107.0,5.0,59.1764785,18.1800778,59.3324,18.0645,18.540799431756145
Ringvägen 131,100352.9411764706,False,Katarina,True,3.0,"Katarina,Stockholm",4700.0,Stockholms kommun,False,8530000,85.0,3.0,59.3082723,18.0787574,59.3324,18.0645,2.8021708819186895
Invernessvägen 10,67228.9156626506,True,Inverness,False,3.0,"Inverness,Danderyd",4156.0,Danderyds kommun,False,2790000,41.5,2.0,59.3856758,18.0424133,59.3324,18.0645,6.054788465361087
Hälsingegatan 14F,119000.0,True,Vasastan,False,2.0,"Vasastan,Stockholm",1729.0,Stockholms kommun,False,5950000,50.0,2.0,59.3444373,18.0415051,59.3324,18.0645,1.8686381611085587
Tomtebogatan 44,120526.31578947368,True,Birkastan,True,5.0,"Birkastan,Stockholm",2557.0,Stockholms kommun,False,6870000,57.0,2.0,59.3423512,18.0277102,59.3324,18.0645,2.361535147551874
Loftvägen 9,24565.217391304348,True,Skogås,True,3.0,"Skogås,Huddinge",4860.0,Huddinge kommun,False,1695000,69.0,3.0,59.222202,18.1431936,59.3324,18.0645,13.043452462734823
Bollmoravägen 4,58000.0,True,Tyresö Centrum,True,6.0,"Tyresö Centrum,Tyresö",2587.0,Tyresö kommun,False,1595000,27.5,1.0,59.2433876,18.230062,59.3324,18.0645,13.651642530358018
Trädgårdsmästarstigen 6,32622.950819672133,True,Rönninge,True,4.0,"Rönninge,Salem",4193.0,Salems kommun,False,1990000,61.0,2.0,59.1990185,17.782407409838626,59.3324,18.0645,21.839034747473676
Domarebacken 14,24351.14503816794,True,Norsborg,True,5.0,"Norsborg,Botkyrka",4118.0,Botkyrka kommun,False,1595000,65.5,2.0,59.2405367,17.8378408,59.3324,18.0645,16.43294909554316
Mörbylund 25,73382.35294117648,True,Inverness,True,5.0,"Inverness,Danderyd",2210.0,Danderyds kommun,False,2495000,34.0,2.0,59.3872245,18.040154,59.3324,18.0645,6.250381093472029
Stagneliusvägen 28,85360.82474226804,True,Fredhäll,True,3.0,"Fredhäll,Stockholm",3890.0,Stockholms kommun,False,4140000,48.5,2.0,59.3280511,18.0099745,59.3324,18.0645,3.130228397302074
Vega Allé 79,47236.84210526316,False,Vega,True,2.0,"Vega,Haninge",2763.0,Haninge kommun,False,1795000,38.0,1.5,59.1835563,18.13055424916773,59.3324,18.0645,16.9711757094612
Karlbergsvägen 31,122857.14285714286,False,Vasastan,True,3.0,"Vasastan,Stockholm",5321.0,Stockholms kommun,False,17200000,140.0,5.0,59.3424488,18.0402794,59.3324,18.0645,1.7705902853223627
Rosenhöjdsvägen 25,18302.75229357798,True,Rosenlund,True,3.0,"Rosenlund,Södertälje",7644.0,Södertälje kommun,False,1995000,109.0,4.0,59.1994938,17.65155691065765,59.3324,18.0645,27.731931956172374
Valborgsmässovägen 38,80579.71014492754,False,Midsommarkransen,False,2.0,"Midsommarkransen,Stockholm",3293.0,Stockholms kommun,False,2780000,34.5,2.0,59.2993636,17.9979562,59.3324,18.0645,5.268014077793639
Jovisgatan 1,35754.71698113208,False,Centrum,True,1.0,"Centrum,Södertälje",3695.0,Södertälje kommun,True,1895000,53.0,2.0,59.1982415,17.6279162,59.3324,18.0645,28.949468449104327
Odengatan 4,127272.72727272728,True,Vasastan Östermalm,True,1.0,"Vasastan Östermalm,Stockholm",4500.0,Stockholms kommun,False,18200000,143.0,5.0,59.3466363,18.0655693,59.3324,18.0645,1.5841651211017433
Karlsbodavägen 42,69587.62886597938,True,Bromma,True,5.0,"Bromma,Stockholm",7133.0,Stockholms kommun,False,6750000,97.0,4.0,59.35864355,17.96202570187208,59.3324,18.0645,6.50136174666802
Stallgatan 1B,28181.81818181818,False,Centrala Väsby,True,5.0,"Centrala Väsby,Upplands Väsby",3338.0,Upplands Väsby kommun,False,1550000,55.0,2.0,59.5134813,17.9113899,59.3324,18.0645,21.91886115201634
Myrstuguvägen 231,30555.555555555555,True,Myrstuguberget,True,6.0,"Myrstuguberget,Huddinge",5597.0,Huddinge kommun,False,2200000,72.0,3.0,59.2461627,17.8813784,59.3324,18.0645,14.145379180414674
Lammholmsbacken 228,40405.40540540541,False,Gård,False,2.0,"Gård,Huddinge",2800.0,Huddinge kommun,False,1495000,37.0,1.0,59.2692593,17.8904534,59.3324,18.0645,12.12082897489866
Hammarby Allé 61,81383.64779874214,True,Hammarby Sjöstad,True,6.0,"Hammarby Sjöstad,Stockholm",5975.0,Stockholms kommun,False,6470000,79.5,4.0,59.3034186,18.0903308,59.3324,18.0645,3.540217890516136
Starrbäcksgatan 8,70408.16326530612,False,Sundbyberg Centrum,True,2.0,"Sundbyberg Centrum,Sundbyberg",3204.0,Sundbybergs kommun,False,3450000,49.0,2.0,59.36524,17.9609617,59.3324,18.0645,6.912628892412903
Filarvägen 5,34710.14492753623,True,Kallhäll,True,1.0,"Kallhäll,Järfälla",4636.0,Järfälla kommun,False,2395000,69.0,3.0,59.4576912,17.8033118,59.3324,18.0645,20.315577456959197
Bondegatan 22,100967.74193548386,True,Södermalm Katarina,True,4.0,"Södermalm Katarina,Stockholm",3520.0,Stockholms kommun,False,6260000,62.0,2.0,59.3128395,18.0791738,59.3324,18.0645,2.3288971811645163
Skarpövägen 19,40405.40540540541,True,Västra Orminge,True,2.0,"Västra Orminge,Nacka",2194.0,Nacka kommun,False,1495000,37.0,1.5,59.33285145,18.26165735,59.3324,18.0645,11.181952678909203
Fyrverkarbacken 23,66279.06976744186,False,Kungsholmen,True,5.0,"Kungsholmen,Stockholm",3414.0,Stockholms kommun,False,2850000,43.0,1.5,59.3264718,18.0212997,59.3324,18.0645,2.5374666894106954
Östgötagatan 25,128888.88888888888,False,Södermalm,True,5.0,"Södermalm,Stockholm",2343.0,Stockholms kommun,False,5800000,45.0,2.5,59.3158993,18.0762276,59.3324,18.0645,1.951690133750414
Vädurens gata 221,21855.670103092783,True,Brandbergen,True,5.0,"Brandbergen,Haninge",8168.0,Haninge kommun,False,2120000,97.0,4.0,59.1691779,18.1677726,59.3324,18.0645,19.075494513501035
Väderkvarnsgatan 6,48777.77777777778,True,Jakobsberg,True,3.0,"Jakobsberg,Järfälla",3133.0,Järfälla kommun,False,2195000,45.0,2.0,59.41721525,17.83092790615629,59.3324,18.0645,16.247902361484275
Vintergatan 2B,82105.26315789473,True,Sundbyberg Centrum,True,5.0,"Sundbyberg Centrum,Sundbyberg",4897.0,Sundbybergs kommun,False,6240000,76.0,3.0,59.3617288,17.9781608,59.3324,18.0645,5.8816112307180966
Tulegatan 16,78690.47619047618,True,Sundbyberg Centrum,True,3.0,"Sundbyberg Centrum,Sundbyberg",4706.0,Sundbybergs kommun,False,6610000,84.0,4.0,59.3653487,17.9742508,59.3324,18.0645,6.292615934767578
Österskärsvägen 4,40317.46031746032,False,Åkerstorp,True,1.0,"Åkerstorp,Österåker",3586.0,Österåkers kommun,False,2540000,63.0,2.0,59.4571714,18.3089714,59.3324,18.0645,19.59664021787681
Långhalsvägen 3,67111.11111111111,True,Årsta,False,3.0,"Årsta,Stockholm",3605.0,Stockholms kommun,False,3020000,45.0,2.0,59.2965545,18.0585042,59.3324,18.0645,4.000332811770813
Hägernäsvägen 3,30068.49315068493,False,Hägernäs,False,1.0,"Hägernäs,Täby",5625.0,Täby kommun,False,2195000,73.0,3.0,59.4471132,18.122633608633798,59.3324,18.0645,13.173363858052742
Sulitelmavägen 7,78055.55555555556,False,Bromma,False,2.0,"Bromma,Stockholm",3497.0,Stockholms kommun,False,2810000,36.0,2.0,59.3366578,17.9761127,59.3324,18.0645,5.0349426154973065
Gävlegatan 32,116857.14285714286,True,Vasastan,True,5.0,"Vasastan,Stockholm",1750.0,Stockholms kommun,False,4090000,35.0,2.0,59.347274,18.0336712,59.3324,18.0645,2.4065043626981586
Gävlegatan 26,106444.44444444444,True,Vasastan,True,3.0,"Vasastan,Stockholm",2250.0,Stockholms kommun,False,4790000,45.0,2.0,59.3466878,18.0342535,59.3324,18.0645,2.3378627834170884
Stenkullavägen 54,80000.0,True,Kungsholmen,False,3.0,"Kungsholmen,Stockholm",4997.0,Stockholms kommun,False,4880000,61.0,2.0,59.3199982,17.9867028,59.3324,18.0645,4.623568751251522
Tuvvägen 17,35176.470588235294,True,Handen,True,1.0,"Handen,Haninge",3459.0,Haninge kommun,False,1495000,42.5,1.0,59.1573151,18.139017532769223,59.3324,18.0645,19.92431335841716
Tranebergsvägen 22,72368.42105263157,False,Bromma,False,1.0,"Bromma,Stockholm",1968.0,Stockholms kommun,False,2750000,38.0,2.0,59.3339262,17.9862335,59.3324,18.0645,4.442082785659959
Lötmogatan 7,88703.70370370371,False,Midsommarkransen,True,3.0,"Midsommarkransen,Stockholm",3114.0,Stockholms kommun,False,2395000,27.0,2.0,59.3036837,18.0126924,59.3324,18.0645,4.340145336031022
Vältvägen 22,26904.761904761905,True,Viksjö,False,3.0,"Viksjö,Järfälla",4457.0,Järfälla kommun,False,1695000,63.0,2.0,59.4137764,17.8016391,59.3324,18.0645,17.424230646647786
Salagatan 17,42000.0,True,Spånga,True,3.0,"Spånga,Stockholm",4257.0,Stockholms kommun,False,1890000,45.0,2.0,59.3857379,17.8887542,59.3324,18.0645,11.591874804289187
Mannagrynstorget 2,77319.58762886598,False,Saltsjöqvarn,True,4.0,"Saltsjöqvarn,Nacka",7172.0,Nacka kommun,False,7500000,97.0,3.0,59.3143364,18.110418147896038,59.3324,18.0645,3.2894189488580072
Spångavägen 47,45042.01680672269,False,Bromma,False,0.0,"Bromma,Stockholm",4135.0,Stockholms kommun,False,2680000,59.5,2.0,59.342896999999994,17.932875340626957,59.3324,18.0645,7.554743218713762
Emågatan 16,56119.40298507463,True,Bagarmossen,False,3.0,"Bagarmossen,Stockholm",5946.0,Stockholms kommun,False,3760000,67.0,3.0,59.2781085,18.1309009,59.3324,18.0645,7.116871086352475
Forskningsringen 90B,55866.66666666666,True,Ursvik,True,4.0,"Ursvik,Sundbyberg",3930.0,Sundbybergs kommun,False,2095000,37.5,2.0,59.3818173,17.9496186,59.3324,18.0645,8.51971365378813
Sågverksvägen 3,48589.74358974359,True,Östertälje,True,2.0,"Östertälje,Södertälje",3411.0,Södertälje kommun,False,1895000,39.0,2.0,59.1828812,17.6610766,59.3324,18.0645,28.323677241517995
Källängsvägen 34,58428.57142857143,True,Näset,True,8.0,"Näset,Lidingö",3758.0,Lidingö kommun,False,4090000,70.0,4.0,59.3736969,18.1397095,59.3324,18.0645,6.265732017843134
Hägernäsvägen 8,36120.68965517241,True,Hägernäs,True,1.0,"Hägernäs,Täby",3372.0,Täby kommun,False,2095000,58.0,2.0,59.448243000000005,18.12135772848964,59.3324,18.0645,13.277330846752898
Stationsmästargatan 2,47115.38461538462,True,Barkarbystaden,True,2.0,"Barkarbystaden,Järfälla",3748.0,Järfälla kommun,False,2450000,52.0,2.0,59.4037982,17.8550186,59.3324,18.0645,14.278942968041237
Responsgatan 5,74528.30188679245,True,Telefonplan,True,2.0,"Telefonplan,Stockholm",2990.0,Stockholms kommun,False,3950000,53.0,2.0,59.2978161,18.0031967,59.3324,18.0645,5.185474426492255
Tellusborgsvägen 100,75116.27906976744,False,Telefonplan,True,4.0,"Telefonplan,Stockholm",3085.0,Stockholms kommun,False,3230000,43.0,2.0,59.2971782,18.0009197,59.3324,18.0645,5.324996110465817
Tellusborgsvägen 79,76704.54545454546,True,Telefonplan,True,2.0,"Telefonplan,Stockholm",2802.0,Stockholms kommun,False,3375000,44.0,2.0,59.2979024,18.002191,59.3324,18.0645,5.216866310181559
Drivbänksvägen 13A,43166.66666666666,True,Hässelby Norra Villastad,True,2.0,"Hässelby Norra Villastad,Stockholm",2473.0,Stockholms kommun,False,1295000,30.0,1.0,59.3818968,17.8205131,59.3324,18.0645,14.88286587229711
Tellusborgsvägen 94,89482.75862068965,True,Telefonplan,False,5.0,"Telefonplan,Stockholm",1981.0,Stockholms kommun,False,2595000,29.0,1.0,59.3021123,18.0056435,59.3324,18.0645,4.742899901043271
Johan Skyttes väg 212,64214.28571428572,True,Älvsjö,True,1.0,"Älvsjö,Stockholm",4800.0,Stockholms kommun,False,4495000,70.0,3.0,59.2778829,18.0040289,59.3324,18.0645,6.9663183649507525
Myggdalsvägen 66,31073.44632768361,True,Tyresö Centrum,False,3.0,"Tyresö Centrum,Tyresö",6928.0,Tyresö kommun,False,2750000,88.5,4.0,59.2419396,18.235247617419482,59.3324,18.0645,13.971721726382603
Docentbacken 9,64115.22633744856,True,Ekhagen,True,4.0,"Ekhagen,Stockholm",6527.0,Stockholms kommun,False,7790000,121.5,5.0,59.3712907,18.0579592,59.3324,18.0645,4.3403125945034
Lövsätragränd 17,31818.18181818182,True,Sätra,False,2.0,"Sätra,Stockholm",5206.0,Stockholms kommun,False,2800000,88.0,3.0,59.2866489,17.9156594,59.3324,18.0645,9.860884396975647
Vallbostrand 4A,53556.70103092784,False,Vallentuna Bällsta,False,1.0,"Vallentuna Bällsta,Vallentuna",5621.0,Vallentuna kommun,True,5195000,97.0,4.0,59.519015,18.0592035,59.3324,18.0645,20.752803491174088
Näsbydalsvägen 8,47319.58762886598,False,Näsbydal,True,4.0,"Näsbydal,Täby",2686.0,Täby kommun,False,2295000,48.5,1.5,59.4380477,18.063747244009665,59.3324,18.0645,11.747565588370435
Vallatorpsvägen 5C,39158.878504672895,False,Vallatorp,False,1.0,"Vallatorp,Täby",4217.0,Täby kommun,True,2095000,53.5,2.0,59.4672388,18.0341623,59.3324,18.0645,15.091406503809369
Sågstuvägen 33,25000.0,True,Visättra,True,1.0,"Visättra,Huddinge",4496.0,Huddinge kommun,False,1650000,66.0,2.0,59.2189294,17.9640402,59.3324,18.0645,13.8480762843879
Bollmoravägen 12,58000.0,True,Centrala Tyresö,True,1.0,"Centrala Tyresö,Tyresö",2402.0,Tyresö kommun,False,1595000,27.5,1.5,59.2465967,18.2303373,59.3324,18.0645,13.405850959341494
Responsgatan 12,66176.4705882353,False,Telefonplan,True,3.0,"Telefonplan,Stockholm",2317.0,Stockholms kommun,False,2250000,34.0,1.0,59.2978195,18.0034004,59.3324,18.0645,5.177446460361287
Liljeholmsvägen 34,77368.42105263157,True,Liljeholmen,True,1.0,"Liljeholmen,Stockholm",5403.0,Stockholms kommun,False,5880000,76.0,4.0,59.3115897,18.023907,59.3324,18.0645,3.264696813368585
Ulvsättragränd 7,37289.71962616823,True,Kallhäll,True,2.0,"Kallhäll,Järfälla",3981.0,Järfälla kommun,False,1995000,53.5,2.0,59.45643655,17.817773454678253,59.3324,18.0645,19.629619964233022
Bergaparksvägen 34,26900.58479532164,True,Åkersberga,True,1.0,"Åkersberga,Österåker",5691.0,Österåkers kommun,True,2300000,85.5,3.0,59.4794383,18.3042961,59.3324,18.0645,21.248156428731505
Turebergs Allé 47,46590.90909090909,False,Sollentuna Tureberg,True,2.0,"Sollentuna Tureberg,Sollentuna",3149.0,Sollentuna kommun,False,2050000,44.0,2.0,59.4339654,17.9410524,59.3324,18.0645,13.28223188851312
Blomgatan 20,72093.02325581395,True,Rudviken,True,1.0,"Rudviken,Solna",2226.0,Solna kommun,False,3100000,43.0,2.0,59.3594499,18.0084828,59.3324,18.0645,4.374079603927179
Wergelandsgatan 46G,59375.0,True,Bromma,True,3.0,"Bromma,Stockholm",2857.0,Stockholms kommun,True,1900000,32.0,1.0,59.3495953,17.8838885,59.3324,18.0645,10.417876908025557
Norrtullsgatan 27B,122988.50574712644,True,Vasastan,True,3.0,"Vasastan,Stockholm",4159.0,Stockholms kommun,False,10700000,87.0,3.0,59.3441543,18.0495552,59.3324,18.0645,1.5577172120725131
Stig Lindbergs gata 17B,47900.0,True,Gustavsbergs Hamn,True,2.0,"Gustavsbergs Hamn,Värmdö",4579.0,Värmdö kommun,False,2395000,50.0,2.0,59.3223254,18.3847189,59.3324,18.0645,18.198627858337144
Lugnets Allé 57,90990.990990991,True,Hammarby Sjöstad,True,3.0,"Hammarby Sjöstad,Stockholm",7794.0,Stockholms kommun,False,10100000,111.0,4.0,59.3049326,18.1060794,59.3324,18.0645,3.8592720679831114
Parkvägen 5,45378.78787878788,True,Barkarbystaden,True,3.0,"Barkarbystaden,Järfälla",5327.0,Järfälla kommun,False,2995000,66.0,3.0,59.220316249999996,18.19024295196336,59.3324,18.0645,14.3651450627793
Valhallavägen 8,89836.0655737705,True,Östermalm Vasastan,True,2.0,"Östermalm Vasastan,Stockholm",1730.0,Stockholms kommun,False,5480000,61.0,2.0,59.3493857,18.0604917,59.3324,18.0645,1.9023490206704725
Ahlsellvägen 22,68068.18181818182,False,Hjorthagen,False,0.0,"Hjorthagen,Stockholm",3723.0,Stockholms kommun,False,2995000,44.0,2.0,59.3548975,18.0947258,59.3324,18.0645,3.0323000272654923
Västmannagatan 87B,116481.48148148147,True,Vasastan Odenplan,True,1.0,"Vasastan Odenplan,Stockholm",3065.0,Stockholms kommun,False,6290000,54.0,2.0,59.3470402,18.0425322,59.3324,18.0645,2.0498186110840124
Vitalisvägen 4,77000.0,False,Kungsholmen Fredhäll,False,0.0,"Kungsholmen Fredhäll,Stockholm",2225.0,Stockholms kommun,False,2695000,35.0,1.0,59.3305876,18.0056516,59.3324,18.0645,3.3437960797301773
Roslagsgatan 58B,113333.33333333331,True,Vasastan,False,3.0,"Vasastan,Stockholm",2337.0,Stockholms kommun,False,3740000,33.0,1.0,59.3453967,18.0608792,59.3324,18.0645,1.4596790759106755
Lillåkersvägen 48,44807.69230769231,True,Gångsätra,True,4.0,"Gångsätra,Lidingö",6066.0,Lidingö kommun,False,3495000,78.0,3.0,59.3525871,18.1560472,59.3324,18.0645,5.655195591906986
Döbelnsgatan 56,100418.410041841,True,Vasastan,True,6.0,"Vasastan,Stockholm",4617.0,Stockholms kommun,False,12000000,119.5,4.0,59.3459911,18.0566864,59.3324,18.0645,1.5748706891432358
Hallandsgatan 28,103157.8947368421,True,Södermalm,True,4.0,"Södermalm,Stockholm",1189.0,Stockholms kommun,False,3920000,38.0,2.0,59.3104678,18.0677198,59.3324,18.0645,2.445581241269226
Vädurens gata 223,19536.082474226805,True,Brandbergen,True,2.0,"Brandbergen,Haninge",7789.0,Haninge kommun,False,1895000,97.0,4.0,59.1688524,18.1677831,59.3324,18.0645,19.110126664964696
Arvid Tydéns Allé 18,76543.20987654322,True,Ingenting,True,4.0,"Ingenting,Solna",2326.0,Solna kommun,False,3100000,40.5,1.5,59.351823350000004,18.009139925047748,59.3324,18.0645,3.8101520702151177
Tollareslingan 22,62590.361445783135,True,Tollare,True,4.0,"Tollare,Nacka",6055.0,Nacka kommun,False,5195000,83.0,3.0,59.300714,18.2372267,59.3324,18.0645,10.41494407093274
Tummelisas gata 4,53684.21052631579,True,Bromma,True,2.0,"Bromma,Stockholm",6937.0,Stockholms kommun,True,5100000,95.0,4.0,59.362184,17.9490215,59.3324,18.0645,7.336608504318348
Dalagatan 102,98051.94805194806,True,Vasastan,True,5.0,"Vasastan,Stockholm",4961.0,Stockholms kommun,False,7550000,77.0,3.0,59.3370555,18.0502757,59.3324,18.0645,0.9585000547022269
Hägernäsvägen 4,33945.578231292515,True,Hägernäs,True,3.0,"Hägernäs,Täby",4072.0,Täby kommun,False,2495000,73.5,3.0,59.44810535,18.122689617862303,59.3324,18.0645,13.280989639349997
Turbingränd 12,47090.90909090909,False,Kallhäll,True,1.0,"Kallhäll,Järfälla",1851.0,Järfälla kommun,True,1295000,27.5,1.0,59.4623182,17.8043124,59.3324,18.0645,20.630597315711995
Meitens väg 1,31000.0,True,Gustavsberg,False,0.0,"Gustavsberg,Värmdö",4869.0,Värmdö kommun,False,1860000,60.0,2.0,59.3350536,18.3939654,59.3324,18.0645,18.687443748179955
Elsa Borgs gata 70,73703.70370370371,False,Hägersten,False,3.0,"Hägersten,Stockholm",2279.0,Stockholms kommun,False,1990000,27.0,1.0,59.283261,17.9650522,59.3324,18.0645,7.855814366672805
Drakenbergsgatan 21,98804.34782608696,True,Södermalm,True,8.0,"Södermalm,Stockholm",4417.0,Stockholms kommun,False,9090000,92.0,4.0,59.3153356,18.0415148,59.3324,18.0645,2.3023235371733373
Årstavägen 59,54631.57894736842,True,Årsta,True,2.0,"Årsta,Stockholm",4199.0,Stockholms kommun,False,2595000,47.5,2.0,59.2971469,18.0500479,59.3324,18.0645,4.004831291703984
Jämtlandsgatan 97,45879.12087912088,True,Parkstad,True,9.0,"Parkstad,Stockholm",6344.0,Stockholms kommun,False,4175000,91.0,4.0,59.3553341,17.8852238,59.3324,18.0645,10.47936618989788
Vikingshillsvägen 29,57692.307692307695,True,Kummelnäs,True,1.0,"Kummelnäs,Nacka",4945.0,Nacka kommun,True,3750000,65.0,3.0,59.358202,18.2969025,59.3324,18.0645,13.484610333278761
Sagovägen 3,30168.067226890755,True,Kallhäll,False,1.0,"Kallhäll,Järfälla",4010.0,Järfälla kommun,False,1795000,59.5,2.0,59.2239426,18.203420334171195,59.3324,18.0645,14.412412994456076
Armégatan 1,61666.66666666666,True,Västra Skogen,True,2.0,"Västra Skogen,Solna",5216.0,Solna kommun,False,4995000,81.0,3.0,59.3524115,18.0044748,59.3324,18.0645,4.066243046220671
Gävlegatan 9,99954.12844036696,False,Vasastaden,False,2.0,"Vasastaden,Stockholm",5262.0,Stockholms kommun,False,10895000,109.0,4.5,59.3455168,18.0370243,59.3324,18.0645,2.134164536664918
Jönåkersvägen 11,48181.81818181818,True,Svedmyra,False,1.0,"Svedmyra,Stockholm",3691.0,Stockholms kommun,False,2650000,55.0,2.0,59.2730343,18.0709017,59.3324,18.0645,6.611159503139951
Kansligränd 2,41727.27272727273,False,Centrala Huddinge,True,6.0,"Centrala Huddinge,Huddinge",3697.0,Huddinge kommun,False,2295000,55.0,3.0,59.2425466,17.9946616,59.3324,18.0645,10.74966966439581
